Name,Number of Sockets,Cores,Mark,Thread Mark,TDP (W),Category,Prices,Release Date,Release Price,Power Perf.,Value,Thread Value
[Dual CPU] AMD Opteron 8439 SE,2,6,6340.0,1204.0,105.0,Server,"[(Timestamp('2023-03-14 00:00:00'), 3647.35)]",,,60.38095238095238,1.7382483172714438,0.3301026772862489
[Dual CPU] Intel Xeon E5-2658 v2 @ 2.40GHz,2,10,18250.0,1529.0,95.0,Server,"[(Timestamp('2021-01-26 00:00:00'), 3604.0)]",,,192.10526315789474,5.063817980022198,0.4242508324084351
[Dual CPU] AMD EPYC 7773X,2,64,106234.0,2280.0,280.0,Server,"[(Timestamp('2022-07-16 00:00:00'), 6299.0), (Timestamp('2022-08-15 00:00:00'), 6298.99), (Timestamp('2022-08-19 00:00:00'), 6299.0), (Timestamp('2022-08-23 00:00:00'), 6298.99), (Timestamp('2022-08-29 00:00:00'), 6299.0), (Timestamp('2022-08-30 00:00:00'), 6298.99), (Timestamp('2022-09-10 00:00:00'), 6254.98), (Timestamp('2022-09-11 00:00:00'), 6299.0), (Timestamp('2022-09-12 00:00:00'), 6254.98), (Timestamp('2022-09-13 00:00:00'), 6254.97), (Timestamp('2022-09-16 00:00:00'), 6254.98), (Timestamp('2022-09-18 00:00:00'), 6254.99), (Timestamp('2022-09-21 00:00:00'), 5500.0), (Timestamp('2022-09-22 00:00:00'), 6255.0), (Timestamp('2022-09-25 00:00:00'), 5500.0), (Timestamp('2022-10-02 00:00:00'), 5499.99), (Timestamp('2022-10-10 00:00:00'), 5500.0), (Timestamp('2022-10-13 00:00:00'), 5499.99), (Timestamp('2022-11-19 00:00:00'), 5500.0), (Timestamp('2023-03-15 00:00:00'), 4999.0), (Timestamp('2023-04-14 00:00:00'), 3599.0)]",2022-07-16,6299.0,379.40714285714284,16.865216701063662,0.3619622162247976
AMD Ryzen Threadripper PRO 3995WX,1,64,83397.0,2602.0,280.0,"Desktop, Server","[(Timestamp('2021-03-03 00:00:00'), 5489.99), (Timestamp('2021-03-25 00:00:00'), 5488.99), (Timestamp('2021-05-19 00:00:00'), 5799.99), (Timestamp('2021-05-21 00:00:00'), 5489.99), (Timestamp('2021-06-06 00:00:00'), 5488.99), (Timestamp('2021-06-09 00:00:00'), 5486.99), (Timestamp('2021-07-17 00:00:00'), 5484.99), (Timestamp('2021-08-19 00:00:00'), 5483.99), (Timestamp('2021-09-26 00:00:00'), 5481.99), (Timestamp('2021-10-01 00:00:00'), 5479.99), (Timestamp('2021-10-02 00:00:00'), 5469.0), (Timestamp('2021-10-24 00:00:00'), 5289.99), (Timestamp('2021-11-04 00:00:00'), 6296.55), (Timestamp('2021-11-05 00:00:00'), 6303.55), (Timestamp('2021-11-07 00:00:00'), 6273.55), (Timestamp('2021-11-09 00:00:00'), 6280.55), (Timestamp('2021-11-10 00:00:00'), 6281.55), (Timestamp('2021-11-11 00:00:00'), 6283.55), (Timestamp('2021-11-13 00:00:00'), 6212.55), (Timestamp('2021-11-14 00:00:00'), 6229.55), (Timestamp('2021-11-16 00:00:00'), 6239.55), (Timestamp('2021-11-18 00:00:00'), 6231.55), (Timestamp('2021-11-19 00:00:00'), 6275.55), (Timestamp('2021-11-20 00:00:00'), 6211.55), (Timestamp('2021-11-22 00:00:00'), 6640.63), (Timestamp('2021-12-10 00:00:00'), 6809.99), (Timestamp('2021-12-12 00:00:00'), 6102.55), (Timestamp('2021-12-13 00:00:00'), 6101.55), (Timestamp('2021-12-14 00:00:00'), 6096.55), (Timestamp('2021-12-15 00:00:00'), 6063.55), (Timestamp('2021-12-17 00:00:00'), 5683.22), (Timestamp('2021-12-20 00:00:00'), 5653.22), (Timestamp('2021-12-21 00:00:00'), 5640.22), (Timestamp('2021-12-22 00:00:00'), 5655.22), (Timestamp('2021-12-24 00:00:00'), 5668.22), (Timestamp('2021-12-25 00:00:00'), 5679.22), (Timestamp('2021-12-26 00:00:00'), 5672.22), (Timestamp('2021-12-27 00:00:00'), 5611.22), (Timestamp('2021-12-28 00:00:00'), 5605.22), (Timestamp('2021-12-29 00:00:00'), 5619.22), (Timestamp('2021-12-30 00:00:00'), 5607.22), (Timestamp('2021-12-31 00:00:00'), 5626.22), (Timestamp('2022-01-01 00:00:00'), 5644.22), (Timestamp('2022-01-02 00:00:00'), 6061.55), (Timestamp('2022-01-04 00:00:00'), 5975.55), (Timestamp('2022-01-05 00:00:00'), 5943.55), (Timestamp('2022-01-06 00:00:00'), 6008.55), (Timestamp('2022-01-07 00:00:00'), 5953.55), (Timestamp('2022-01-08 00:00:00'), 5987.55), (Timestamp('2022-01-09 00:00:00'), 6024.55), (Timestamp('2022-01-10 00:00:00'), 6025.55), (Timestamp('2022-01-11 00:00:00'), 5999.55), (Timestamp('2022-01-12 00:00:00'), 5996.55), (Timestamp('2022-01-13 00:00:00'), 6225.55), (Timestamp('2022-01-14 00:00:00'), 6234.55), (Timestamp('2022-01-15 00:00:00'), 6228.55), (Timestamp('2022-01-16 00:00:00'), 6201.55), (Timestamp('2022-01-17 00:00:00'), 7843.64), (Timestamp('2022-02-11 00:00:00'), 6729.99), (Timestamp('2022-02-12 00:00:00'), 6734.99), (Timestamp('2022-02-15 00:00:00'), 6741.99), (Timestamp('2022-02-16 00:00:00'), 6728.99), (Timestamp('2022-02-18 00:00:00'), 6871.99), (Timestamp('2022-02-19 00:00:00'), 6692.99), (Timestamp('2022-02-23 00:00:00'), 6712.99), (Timestamp('2022-02-24 00:00:00'), 6699.99), (Timestamp('2022-02-26 00:00:00'), 6813.99), (Timestamp('2022-03-01 00:00:00'), 6871.99), (Timestamp('2022-03-02 00:00:00'), 6808.0), (Timestamp('2022-03-03 00:00:00'), 6762.84), (Timestamp('2022-03-05 00:00:00'), 5790.11), (Timestamp('2022-03-06 00:00:00'), 5798.22), (Timestamp('2022-03-07 00:00:00'), 5796.22), (Timestamp('2022-03-08 00:00:00'), 5806.22), (Timestamp('2022-03-09 00:00:00'), 5751.22), (Timestamp('2022-03-10 00:00:00'), 6720.0), (Timestamp('2022-03-14 00:00:00'), 9733.91), (Timestamp('2022-03-15 00:00:00'), 9344.55), (Timestamp('2022-03-16 00:00:00'), 8970.76), (Timestamp('2022-03-17 00:00:00'), 8611.92), (Timestamp('2022-03-18 00:00:00'), 8267.44), (Timestamp('2022-03-19 00:00:00'), 7936.74), (Timestamp('2022-03-20 00:00:00'), 6506.91), (Timestamp('2022-03-21 00:00:00'), 7843.64), (Timestamp('2022-03-23 00:00:00'), 6871.99), (Timestamp('2022-03-24 00:00:00'), 6493.15), (Timestamp('2022-03-25 00:00:00'), 6709.96), (Timestamp('2022-03-27 00:00:00'), 6720.0), (Timestamp('2022-03-30 00:00:00'), 5847.22), (Timestamp('2022-03-31 00:00:00'), 5851.22), (Timestamp('2022-04-05 00:00:00'), 6807.98), (Timestamp('2022-04-30 00:00:00'), 6649.96), (Timestamp('2022-05-01 00:00:00'), 6807.98), (Timestamp('2022-05-22 00:00:00'), 7480.0), (Timestamp('2022-06-08 00:00:00'), 6299.98), (Timestamp('2022-06-11 00:00:00'), 7459.79), (Timestamp('2022-06-27 00:00:00'), 6299.99), (Timestamp('2022-07-02 00:00:00'), 7459.79), (Timestamp('2022-07-05 00:00:00'), 6999.99), (Timestamp('2022-07-08 00:00:00'), 7459.79), (Timestamp('2022-07-12 00:00:00'), 6999.99), (Timestamp('2022-07-14 00:00:00'), 7459.79), (Timestamp('2022-07-17 00:00:00'), 6999.99), (Timestamp('2022-07-18 00:00:00'), 7998.9), (Timestamp('2022-07-20 00:00:00'), 6999.99), (Timestamp('2022-07-22 00:00:00'), 7998.9), (Timestamp('2022-07-23 00:00:00'), 6999.99), (Timestamp('2022-07-25 00:00:00'), 7997.99), (Timestamp('2022-07-28 00:00:00'), 6999.99), (Timestamp('2022-07-29 00:00:00'), 7997.99), (Timestamp('2022-08-02 00:00:00'), 6888.83), (Timestamp('2022-08-03 00:00:00'), 7997.99), (Timestamp('2022-08-04 00:00:00'), 6888.83), (Timestamp('2022-08-06 00:00:00'), 7341.35), (Timestamp('2022-08-07 00:00:00'), 7997.99), (Timestamp('2022-08-09 00:00:00'), 6888.83), (Timestamp('2022-08-10 00:00:00'), 7341.35), (Timestamp('2022-08-11 00:00:00'), 9986.0), (Timestamp('2022-08-13 00:00:00'), 6888.83), (Timestamp('2022-08-14 00:00:00'), 9986.0), (Timestamp('2022-08-16 00:00:00'), 7997.99), (Timestamp('2022-08-17 00:00:00'), 7313.66), (Timestamp('2022-08-18 00:00:00'), 9986.0), (Timestamp('2022-08-19 00:00:00'), 7997.99), (Timestamp('2022-08-20 00:00:00'), 6888.83), (Timestamp('2022-08-21 00:00:00'), 6866.7), (Timestamp('2022-08-22 00:00:00'), 6888.83), (Timestamp('2022-08-23 00:00:00'), 7997.99), (Timestamp('2022-08-24 00:00:00'), 6866.67), (Timestamp('2022-08-27 00:00:00'), 7993.0), (Timestamp('2022-08-29 00:00:00'), 7997.99), (Timestamp('2022-08-30 00:00:00'), 7993.0), (Timestamp('2022-09-10 00:00:00'), 7997.99), (Timestamp('2022-09-13 00:00:00'), 7179.0), (Timestamp('2022-09-16 00:00:00'), 6888.83), (Timestamp('2022-09-18 00:00:00'), 7997.99), (Timestamp('2022-09-20 00:00:00'), 6866.4), (Timestamp('2022-09-23 00:00:00'), 7997.99), (Timestamp('2022-09-24 00:00:00'), 6888.83), (Timestamp('2022-09-25 00:00:00'), 7997.99), (Timestamp('2022-09-27 00:00:00'), 6888.83), (Timestamp('2022-09-28 00:00:00'), 7997.99), (Timestamp('2022-09-29 00:00:00'), 6866.1), (Timestamp('2022-09-30 00:00:00'), 7996.9), (Timestamp('2022-10-01 00:00:00'), 6888.83), (Timestamp('2022-10-03 00:00:00'), 7996.9), (Timestamp('2022-10-04 00:00:00'), 7183.56), (Timestamp('2022-10-05 00:00:00'), 6888.83), (Timestamp('2022-10-07 00:00:00'), 7183.56), (Timestamp('2022-10-10 00:00:00'), 6888.83), (Timestamp('2022-10-11 00:00:00'), 7183.56), (Timestamp('2022-10-12 00:00:00'), 7996.9), (Timestamp('2022-10-13 00:00:00'), 7182.99), (Timestamp('2022-10-14 00:00:00'), 7996.9), (Timestamp('2022-10-17 00:00:00'), 6866.1), (Timestamp('2022-10-18 00:00:00'), 6299.99), (Timestamp('2022-10-19 00:00:00'), 6866.1), (Timestamp('2022-10-20 00:00:00'), 7996.9), (Timestamp('2022-10-22 00:00:00'), 7182.98), (Timestamp('2022-10-27 00:00:00'), 7996.9), (Timestamp('2022-11-16 00:00:00'), 6866.1), (Timestamp('2022-11-17 00:00:00'), 7054.99), (Timestamp('2022-11-18 00:00:00'), 6892.97), (Timestamp('2022-11-19 00:00:00'), 7996.9), (Timestamp('2022-11-20 00:00:00'), 6298.99), (Timestamp('2022-11-22 00:00:00'), 7055.0), (Timestamp('2022-11-23 00:00:00'), 7065.0), (Timestamp('2022-11-24 00:00:00'), 7055.0), (Timestamp('2022-11-25 00:00:00'), 6298.99), (Timestamp('2022-11-26 00:00:00'), 6514.89), (Timestamp('2022-11-27 00:00:00'), 7996.9), (Timestamp('2022-11-29 00:00:00'), 6918.97), (Timestamp('2022-11-30 00:00:00'), 6866.1), (Timestamp('2022-12-01 00:00:00'), 6298.99), (Timestamp('2022-12-02 00:00:00'), 6866.1), (Timestamp('2022-12-03 00:00:00'), 6534.89), (Timestamp('2022-12-04 00:00:00'), 7399.0), (Timestamp('2022-12-05 00:00:00'), 6298.99), (Timestamp('2022-12-07 00:00:00'), 6723.92), (Timestamp('2022-12-08 00:00:00'), 6705.87), (Timestamp('2022-12-09 00:00:00'), 6298.99), (Timestamp('2022-12-10 00:00:00'), 6687.8), (Timestamp('2022-12-13 00:00:00'), 6869.09), (Timestamp('2022-12-17 00:00:00'), 6298.99), (Timestamp('2022-12-18 00:00:00'), 6869.09), (Timestamp('2022-12-19 00:00:00'), 6298.99), (Timestamp('2022-12-20 00:00:00'), 6869.09), (Timestamp('2022-12-22 00:00:00'), 7399.0), (Timestamp('2022-12-23 00:00:00'), 6876.09), (Timestamp('2022-12-24 00:00:00'), 7399.0), (Timestamp('2022-12-25 00:00:00'), 7065.0), (Timestamp('2022-12-26 00:00:00'), 6876.1), (Timestamp('2022-12-27 00:00:00'), 7065.0), (Timestamp('2022-12-29 00:00:00'), 6876.09), (Timestamp('2023-01-02 00:00:00'), 7065.0), (Timestamp('2023-01-03 00:00:00'), 6876.09), (Timestamp('2023-01-04 00:00:00'), 7065.0), (Timestamp('2023-01-07 00:00:00'), 6946.02), (Timestamp('2023-01-08 00:00:00'), 6298.99), (Timestamp('2023-01-09 00:00:00'), 7015.95), (Timestamp('2023-01-10 00:00:00'), 7065.0), (Timestamp('2023-01-12 00:00:00'), 7399.0), (Timestamp('2023-01-13 00:00:00'), 7064.99), (Timestamp('2023-01-14 00:00:00'), 6866.1), (Timestamp('2023-01-15 00:00:00'), 7065.0), (Timestamp('2023-01-17 00:00:00'), 7064.99), (Timestamp('2023-01-18 00:00:00'), 7299.0), (Timestamp('2023-01-20 00:00:00'), 9986.0), (Timestamp('2023-01-21 00:00:00'), 7299.0), (Timestamp('2023-01-23 00:00:00'), 9986.0), (Timestamp('2023-01-26 00:00:00'), 7133.58), (Timestamp('2023-01-28 00:00:00'), 7065.0), (Timestamp('2023-01-29 00:00:00'), 7064.99), (Timestamp('2023-01-31 00:00:00'), 7065.0), (Timestamp('2023-02-01 00:00:00'), 7064.99), (Timestamp('2023-02-03 00:00:00'), 7065.0), (Timestamp('2023-02-09 00:00:00'), 6298.96), (Timestamp('2023-02-10 00:00:00'), 7065.0), (Timestamp('2023-02-12 00:00:00'), 6298.96), (Timestamp('2023-02-16 00:00:00'), 6267.4), (Timestamp('2023-02-18 00:00:00'), 7065.0), (Timestamp('2023-02-20 00:00:00'), 7064.7), (Timestamp('2023-02-21 00:00:00'), 7123.21), (Timestamp('2023-02-22 00:00:00'), 7065.0), (Timestamp('2023-02-24 00:00:00'), 6248.6), (Timestamp('2023-02-25 00:00:00'), 6248.58), (Timestamp('2023-02-26 00:00:00'), 7064.7), (Timestamp('2023-02-27 00:00:00'), 7065.0), (Timestamp('2023-03-01 00:00:00'), 6866.1), (Timestamp('2023-03-02 00:00:00'), 7065.0), (Timestamp('2023-03-03 00:00:00'), 6699.99), (Timestamp('2023-03-08 00:00:00'), 7064.7), (Timestamp('2023-03-09 00:00:00'), 6699.99), (Timestamp('2023-03-10 00:00:00'), 7065.0), (Timestamp('2023-03-13 00:00:00'), 6699.95), (Timestamp('2023-03-14 00:00:00'), 7065.0), (Timestamp('2023-03-15 00:00:00'), 6699.95), (Timestamp('2023-03-18 00:00:00'), 7065.0), (Timestamp('2023-03-19 00:00:00'), 6699.95), (Timestamp('2023-03-23 00:00:00'), 7065.0), (Timestamp('2023-03-24 00:00:00'), 6699.95), (Timestamp('2023-03-25 00:00:00'), 7065.0), (Timestamp('2023-03-26 00:00:00'), 7064.58), (Timestamp('2023-03-27 00:00:00'), 6866.1), (Timestamp('2023-03-28 00:00:00'), 7065.0), (Timestamp('2023-03-29 00:00:00'), 7064.58), (Timestamp('2023-03-31 00:00:00'), 7065.0), (Timestamp('2023-04-01 00:00:00'), 7064.58), (Timestamp('2023-04-04 00:00:00'), 7065.0), (Timestamp('2023-04-06 00:00:00'), 7064.58), (Timestamp('2023-04-09 00:00:00'), 6699.95), (Timestamp('2023-04-10 00:00:00'), 7064.58), (Timestamp('2023-04-13 00:00:00'), 7064.56), (Timestamp('2023-04-14 00:00:00'), 7064.58), (Timestamp('2023-04-15 00:00:00'), 7065.0), (Timestamp('2023-04-16 00:00:00'), 7064.45), (Timestamp('2023-04-17 00:00:00'), 7064.46), (Timestamp('2023-04-18 00:00:00'), 6866.1), (Timestamp('2023-04-19 00:00:00'), 7065.0), (Timestamp('2023-04-20 00:00:00'), 6698.98), (Timestamp('2023-04-21 00:00:00'), 6699.99), (Timestamp('2023-04-22 00:00:00'), 7064.26), (Timestamp('2023-04-23 00:00:00'), 7065.0), (Timestamp('2023-04-24 00:00:00'), 7064.15)]",2021-03-03,5489.99,297.8464285714286,15.19073805234618,0.4739535044690428
[Dual CPU] AMD EPYC 7713,2,64,112602.0,2475.0,225.0,Server,"[(Timestamp('2021-10-19 00:00:00'), 7060.0), (Timestamp('2022-05-31 00:00:00'), 4500.0), (Timestamp('2022-09-18 00:00:00'), 4199.99), (Timestamp('2022-09-29 00:00:00'), 3899.99), (Timestamp('2022-10-07 00:00:00'), 3699.99), (Timestamp('2022-12-07 00:00:00'), 4500.0), (Timestamp('2022-12-10 00:00:00'), 3699.99), (Timestamp('2022-12-15 00:00:00'), 4500.0), (Timestamp('2022-12-16 00:00:00'), 3699.99), (Timestamp('2022-12-23 00:00:00'), 4500.0), (Timestamp('2022-12-24 00:00:00'), 3699.99), (Timestamp('2023-02-18 00:00:00'), 4500.0), (Timestamp('2023-02-19 00:00:00'), 3499.99), (Timestamp('2023-02-21 00:00:00'), 4500.0), (Timestamp('2023-02-22 00:00:00'), 3499.99), (Timestamp('2023-02-23 00:00:00'), 4500.0), (Timestamp('2023-03-02 00:00:00'), 3499.99), (Timestamp('2023-03-03 00:00:00'), 4500.0), (Timestamp('2023-03-04 00:00:00'), 3499.99), (Timestamp('2023-03-08 00:00:00'), 3649.99), (Timestamp('2023-03-10 00:00:00'), 3669.99), (Timestamp('2023-03-11 00:00:00'), 4500.0), (Timestamp('2023-03-12 00:00:00'), 3499.99), (Timestamp('2023-03-13 00:00:00'), 3669.99), (Timestamp('2023-03-14 00:00:00'), 3649.99), (Timestamp('2023-03-15 00:00:00'), 3499.99), (Timestamp('2023-03-16 00:00:00'), 3669.99), (Timestamp('2023-03-17 00:00:00'), 3649.99), (Timestamp('2023-03-18 00:00:00'), 3669.99), (Timestamp('2023-03-19 00:00:00'), 3499.99), (Timestamp('2023-03-20 00:00:00'), 3649.99), (Timestamp('2023-03-21 00:00:00'), 3499.99), (Timestamp('2023-03-22 00:00:00'), 3669.99), (Timestamp('2023-03-23 00:00:00'), 3499.99), (Timestamp('2023-03-24 00:00:00'), 3649.99), (Timestamp('2023-03-25 00:00:00'), 3669.99), (Timestamp('2023-03-26 00:00:00'), 3499.99), (Timestamp('2023-03-27 00:00:00'), 3649.99), (Timestamp('2023-03-28 00:00:00'), 3499.99), (Timestamp('2023-03-29 00:00:00'), 3649.99), (Timestamp('2023-03-30 00:00:00'), 3499.99), (Timestamp('2023-03-31 00:00:00'), 4500.0), (Timestamp('2023-04-02 00:00:00'), 3499.99), (Timestamp('2023-04-24 00:00:00'), 4500.0)]",2021-10-19,7060.0,500.4533333333333,15.949291784702549,0.35056657223796034
AMD EPYC 9654,1,96,126045.0,2926.0,360.0,Server,"[(Timestamp('2022-11-10 00:00:00'), 11805.0), (Timestamp('2023-04-17 00:00:00'), 6998.0)]",2022-11-10,11805.0,350.125,10.67725540025413,0.24786107581533248
[Dual CPU] Intel Xeon Gold 6138T @ 2.00GHz,2,20,40064.0,1620.0,125.0,Server,"[(Timestamp('2017-07-01 00:00:00'), 2742.0), (Timestamp('2022-12-05 00:00:00'), 3345.78)]",2017-07-01,2742.0,320.512,14.611232676878192,0.5908096280087527
[Dual CPU] Intel Xeon Gold 6342 @ 2.80GHz,2,24,73897.0,2348.0,230.0,Server,"[(Timestamp('2021-04-01 00:00:00'), 2529.0), (Timestamp('2021-08-18 00:00:00'), 3043.52), (Timestamp('2021-09-18 00:00:00'), 3136.19), (Timestamp('2021-10-09 00:00:00'), 2861.4), (Timestamp('2021-10-23 00:00:00'), 2933.54), (Timestamp('2021-11-28 00:00:00'), 3378.71), (Timestamp('2021-11-30 00:00:00'), 3379.16), (Timestamp('2021-12-03 00:00:00'), 3404.19), (Timestamp('2021-12-21 00:00:00'), 3086.0), (Timestamp('2022-02-20 00:00:00'), 3390.07), (Timestamp('2022-04-07 00:00:00'), 3825.9), (Timestamp('2022-05-12 00:00:00'), 3079.4), (Timestamp('2022-06-02 00:00:00'), 3272.0), (Timestamp('2022-06-25 00:00:00'), 3079.4), (Timestamp('2022-06-29 00:00:00'), 3272.0), (Timestamp('2022-07-17 00:00:00'), 3079.4), (Timestamp('2022-07-22 00:00:00'), 3272.0), (Timestamp('2022-07-23 00:00:00'), 3079.4), (Timestamp('2022-07-29 00:00:00'), 3272.0)]",2021-04-01,2529.0,321.2913043478261,29.219849742981417,0.9284302095689996
Intel Xeon W-3265M @ 2.70GHz,1,24,32025.0,2669.0,205.0,"Desktop, Server","[(Timestamp('2021-10-19 00:00:00'), 6353.0)]",2021-10-19,6353.0,156.21951219512195,5.040925546985676,0.42011648040295924
[Dual CPU] Intel Xeon Gold 6246 @ 3.30GHz,2,12,42867.0,2500.0,165.0,Server,"[(Timestamp('2019-04-01 00:00:00'), 3286.0), (Timestamp('2021-09-04 00:00:00'), 3113.22)]",2019-04-01,3286.0,259.8,13.045343883140596,0.7608034083992696
[Dual CPU] AMD EPYC 7F52,2,16,65659.0,2407.0,240.0,Server,"[(Timestamp('2020-04-01 00:00:00'), 3100.0)]",2020-04-01,3100.0,273.57916666666665,21.18032258064516,0.7764516129032258
[Dual CPU] AMD EPYC 74F3,2,24,95545.0,2983.0,240.0,Server,"[(Timestamp('2021-10-19 00:00:00'), 2900.0), (Timestamp('2023-04-15 00:00:00'), 3051.04)]",2021-10-19,2900.0,398.1041666666667,32.94655172413793,1.0286206896551724
AMD Ryzen Threadripper PRO 5995WX,1,64,97066.0,3309.0,280.0,"Desktop, Server","[(Timestamp('2022-03-08 00:00:00'), 6499.0), (Timestamp('2022-08-19 00:00:00'), 9140.99), (Timestamp('2022-08-23 00:00:00'), 9189.99), (Timestamp('2022-08-27 00:00:00'), 8968.99), (Timestamp('2022-09-10 00:00:00'), 9018.0), (Timestamp('2022-09-30 00:00:00'), 8468.99), (Timestamp('2022-10-10 00:00:00'), 9018.0), (Timestamp('2022-10-11 00:00:00'), 7679.0), (Timestamp('2022-10-14 00:00:00'), 6499.0), (Timestamp('2022-10-18 00:00:00'), 6667.01), (Timestamp('2022-10-20 00:00:00'), 6499.0), (Timestamp('2022-10-22 00:00:00'), 6667.01), (Timestamp('2022-10-23 00:00:00'), 7674.9), (Timestamp('2022-10-24 00:00:00'), 6667.01), (Timestamp('2022-10-25 00:00:00'), 7674.9), (Timestamp('2022-10-26 00:00:00'), 6667.01), (Timestamp('2022-11-22 00:00:00'), 6499.0), (Timestamp('2022-11-29 00:00:00'), 6667.01), (Timestamp('2022-11-30 00:00:00'), 6668.3), (Timestamp('2022-12-01 00:00:00'), 6667.01), (Timestamp('2022-12-06 00:00:00'), 7599.99), (Timestamp('2022-12-08 00:00:00'), 6499.0), (Timestamp('2022-12-11 00:00:00'), 7599.99), (Timestamp('2022-12-14 00:00:00'), 6499.0), (Timestamp('2022-12-17 00:00:00'), 7159.19), (Timestamp('2022-12-18 00:00:00'), 7599.99), (Timestamp('2022-12-19 00:00:00'), 7999.99), (Timestamp('2022-12-20 00:00:00'), 7159.19), (Timestamp('2022-12-21 00:00:00'), 7999.99), (Timestamp('2022-12-23 00:00:00'), 6499.0), (Timestamp('2023-01-17 00:00:00'), 6399.0), (Timestamp('2023-04-24 00:00:00'), 6019.45)]",2022-03-08,6499.0,346.6642857142857,14.935528542852747,0.5091552546545622
Intel Xeon Platinum 8268 @ 2.90GHz,1,24,31632.0,2287.0,205.0,Server,"[(Timestamp('2019-04-01 00:00:00'), 6302.0), (Timestamp('2020-01-23 00:00:00'), 6005.98)]",2019-04-01,6302.0,154.30243902439025,5.0193589336718505,0.3629006664550936
